product_name,category,description,short_description,price,moq,image_1,image_2,image_3,image_4,meta_title,meta_description,meta_keywords,size_options,material_options,color_options,is_featured
Modern Black Wooden Wall Clock 12 inch,Modern,Premium modern black wooden wall clock with silent sweep movement ideal for living rooms bedrooms and offices.,Modern black wooden wall clock silent movement,499,5,clock1_1.jpg,clock1_2.jpg,clock1_3.jpg,clock1_4.jpg,Modern Black Wooden Wall Clock 12 inch | HOOVALE,Premium modern black wooden wall clock with silent mechanism perfect for modern homes.,modern wall clock,black wall clock,wooden clock,12 inch,"12 inch","Wood","Black",Yes
Minimal White Modern Wall Clock 12 inch,Modern,Minimal white designer wall clock with contemporary style and silent movement for modern interiors.,Minimal white modern wall clock,449,5,clock2_1.jpg,clock2_2.jpg,clock2_3.jpg,clock2_4.jpg,Minimal White Modern Wall Clock | HOOVALE,Minimal white modern wall clock perfect for stylish homes and offices.,minimal wall clock,white clock,modern clock,"12 inch","Plastic","White",Yes
Designer Gold Metal Wall Clock 14 inch,Metal,Designer gold metal wall clock with elegant frame ideal for luxury home decor.,Gold designer metal wall clock,699,5,clock3_1.jpg,clock3_2.jpg,clock3_3.jpg,clock3_4.jpg,Gold Designer Metal Wall Clock | HOOVALE,Luxury gold designer wall clock perfect for living room decoration.,designer wall clock,gold wall clock,metal clock,"14 inch","Metal","Gold",Yes
Vintage Roman Wall Clock 16 inch,Vintage,Classic Roman numeral vintage wall clock with antique style design.,Vintage Roman wall clock antique design,749,5,clock4_1.jpg,clock4_2.jpg,clock4_3.jpg,clock4_4.jpg,Vintage Roman Wall Clock Antique | HOOVALE,Classic Roman numeral vintage wall clock for traditional decor.,vintage wall clock,roman clock,antique clock,"16 inch","Wood","Brown",No
Wooden Natural Wall Clock 10 inch,Wooden,Natural wooden eco-friendly wall clock with minimalist design.,Natural wooden wall clock eco friendly,399,5,clock5_1.jpg,clock5_2.jpg,clock5_3.jpg,clock5_4.jpg,Natural Wooden Wall Clock | HOOVALE,Eco friendly wooden wall clock with natural finish.,wooden wall clock,natural wood clock,"10 inch","Wood","Brown",No
Modern Grey Wall Clock 12 inch,Modern,Stylish grey modern wall clock with clean dial and silent movement.,Modern grey wall clock,459,5,clock6_1.jpg,clock6_2.jpg,clock6_3.jpg,clock6_4.jpg,Modern Grey Wall Clock | HOOVALE,Minimal grey designer wall clock for modern interiors.,grey wall clock,modern designer clock,"12 inch","Plastic","Grey",No
Large Designer Wall Clock 24 inch,Modern,Large designer wall clock ideal for living room statement decor.,Large decorative wall clock,1199,3,clock7_1.jpg,clock7_2.jpg,clock7_3.jpg,clock7_4.jpg,Large Designer Wall Clock Living Room | HOOVALE,Large decorative wall clock for modern living rooms.,large wall clock,big wall clock,decorative clock,"24 inch","Metal","Black",Yes
Black Minimalist Wall Clock 11 inch,Modern,Minimalist black wall clock inspired by Scandinavian design.,Minimalist black designer clock,499,5,clock8_1.jpg,clock8_2.jpg,clock8_3.jpg,clock8_4.jpg,Minimalist Black Wall Clock | HOOVALE,Modern minimalist wall clock perfect for stylish interiors.,minimal wall clock,black designer clock,"11 inch","Metal","Black",No
Round Office Wall Clock 14 inch,Modern,Professional office wall clock with bold numbers for easy readability.,Office wall clock bold numbers,599,10,clock9_1.jpg,clock9_2.jpg,clock9_3.jpg,clock9_4.jpg,Office Wall Clock 14 inch | HOOVALE,Professional wall clock for office classroom and workplace.,office wall clock,bold number clock,"14 inch","Plastic","White",No
Luxury Crystal Wall Clock 16 inch,Luxury,Premium crystal designer wall clock with elegant gold accents.,Luxury crystal designer wall clock,999,3,clock10_1.jpg,clock10_2.jpg,clock10_3.jpg,clock10_4.jpg,Luxury Crystal Wall Clock | HOOVALE,Premium luxury wall clock with crystal design.,luxury wall clock,crystal wall clock,"16 inch","Crystal","Gold",Yes
Modern Wooden Brown Wall Clock 12 inch,Wooden,Classic wooden brown wall clock with modern dial.,Wooden brown designer clock,549,5,clock11_1.jpg,clock11_2.jpg,clock11_3.jpg,clock11_4.jpg,Wooden Brown Wall Clock | HOOVALE,Modern wooden brown wall clock for living room decor.,wooden wall clock,brown designer clock,"12 inch","Wood","Brown",No
Vintage Antique Wall Clock 15 inch,Vintage,Antique vintage wall clock with classic decorative frame.,Antique vintage wall clock design,799,5,clock12_1.jpg,clock12_2.jpg,clock12_3.jpg,clock12_4.jpg,Antique Vintage Wall Clock | HOOVALE,Beautiful antique style vintage wall clock.,antique wall clock,vintage decor clock,"15 inch","Metal","Antique",No
Modern Silver Metal Clock 12 inch,Metal,Sleek silver metal wall clock with minimalist dial.,Silver metal wall clock modern,649,5,clock13_1.jpg,clock13_2.jpg,clock13_3.jpg,clock13_4.jpg,Silver Metal Wall Clock | HOOVALE,Modern silver metal designer wall clock.,silver wall clock,metal clock,"12 inch","Metal","Silver",No
Kids Colorful Wall Clock 12 inch,Modern,Colorful rainbow wall clock perfect for kids room.,Kids colorful rainbow clock,549,5,clock14_1.jpg,clock14_2.jpg,clock14_3.jpg,clock14_4.jpg,Kids Rainbow Wall Clock | HOOVALE,Colorful wall clock perfect for kids room decoration.,kids wall clock,colorful clock,"12 inch","Plastic","Multicolor",No
Large Gold Decorative Wall Clock 30 inch,Luxury,Large luxury gold wall clock perfect for statement wall decor.,Large gold decorative wall clock,1499,3,clock15_1.jpg,clock15_2.jpg,clock15_3.jpg,clock15_4.jpg,Large Gold Decorative Wall Clock | HOOVALE,Large luxury decorative wall clock for living room.,large gold clock,decor wall clock,"30 inch","Metal","Gold",Yes
Modern Black Steel Wall Clock 12 inch,Metal,Modern steel wall clock with black matte finish.,Black steel wall clock modern design,699,5,clock16_1.jpg,clock16_2.jpg,clock16_3.jpg,clock16_4.jpg,Black Steel Wall Clock | HOOVALE,Stylish black steel wall clock perfect for homes.,steel wall clock,modern metal clock,"12 inch","Steel","Black",No
Modern Blue Wall Clock 12 inch,Modern,Stylish blue designer wall clock with minimal dial.,Blue designer wall clock modern style,459,5,clock17_1.jpg,clock17_2.jpg,clock17_3.jpg,clock17_4.jpg,Blue Designer Wall Clock | HOOVALE,Modern blue wall clock for home decoration.,blue wall clock,modern clock,"12 inch","Plastic","Blue",No
Classic Wooden Wall Clock 14 inch,Wooden,Classic wooden wall clock with elegant natural finish.,Classic wooden designer clock,599,5,clock18_1.jpg,clock18_2.jpg,clock18_3.jpg,clock18_4.jpg,Classic Wooden Wall Clock | HOOVALE,Classic wooden wall clock for home decor.,classic wooden clock,wall clock,"14 inch","Wood","Brown",No
Minimal Round Wall Clock 10 inch,Modern,Minimal round wall clock perfect for bedrooms.,Minimal round bedroom wall clock,399,5,clock19_1.jpg,clock19_2.jpg,clock19_3.jpg,clock19_4.jpg,Minimal Round Wall Clock | HOOVALE,Minimal round wall clock for modern bedrooms.,round wall clock,minimal clock,"10 inch","Plastic","White",No
Luxury Black Gold Wall Clock 18 inch,Luxury,Luxury black and gold designer wall clock.,Black gold luxury wall clock,1299,3,clock20_1.jpg,clock20_2.jpg,clock20_3.jpg,clock20_4.jpg,Black Gold Luxury Wall Clock | HOOVALE,Luxury designer wall clock with gold accents.,luxury wall clock,black gold clock,"18 inch","Metal","Black,Gold",Yes
Modern Scandinavian Wall Clock 12 inch,Modern,Scandinavian style minimalist wall clock.,Scandinavian minimalist clock,499,5,clock21_1.jpg,clock21_2.jpg,clock21_3.jpg,clock21_4.jpg,Scandinavian Wall Clock | HOOVALE,Minimal Scandinavian style designer wall clock.,scandinavian clock,minimal clock,"12 inch","Wood","White",No
Decorative Wall Clock 20 inch,Modern,Decorative wall clock for modern interiors.,Decorative modern wall clock,899,5,clock22_1.jpg,clock22_2.jpg,clock22_3.jpg,clock22_4.jpg,Decorative Wall Clock | HOOVALE,Modern decorative wall clock for homes.,decorative clock,designer wall clock,"20 inch","Metal","Black",Yes
Smart LED Digital Wall Clock 15 inch,Modern,Digital LED smart wall clock with temperature display.,LED digital smart clock,799,5,clock23_1.jpg,clock23_2.jpg,clock23_3.jpg,clock23_4.jpg,Smart LED Wall Clock | HOOVALE,Digital LED wall clock for smart homes.,digital wall clock,led clock,"15 inch","ABS","Black",Yes
Minimal Wood Frame Clock 12 inch,Wooden,Minimal wooden frame wall clock with modern dial.,Minimal wooden frame clock,549,5,clock24_1.jpg,clock24_2.jpg,clock24_3.jpg,clock24_4.jpg,Wood Frame Wall Clock | HOOVALE,Modern wooden frame designer wall clock.,wood frame clock,wood wall clock,"12 inch","Wood","Brown",No
Industrial Metal Wall Clock 18 inch,Metal,Industrial style metal wall clock for modern loft decor.,Industrial metal designer clock,999,5,clock25_1.jpg,clock25_2.jpg,clock25_3.jpg,clock25_4.jpg,Industrial Metal Wall Clock | HOOVALE,Industrial style metal wall clock for loft decor.,industrial wall clock,metal clock,"18 inch","Metal","Black",No
Classic Round Wooden Clock 12 inch,Wooden,Classic round wooden wall clock with simple dial.,Classic wooden round wall clock,499,5,clock26_1.jpg,clock26_2.jpg,clock26_3.jpg,clock26_4.jpg,Classic Round Wooden Clock | HOOVALE,Classic wooden wall clock with elegant design.,round wooden clock,wall clock,"12 inch","Wood","Brown",No
Designer Black Frame Clock 14 inch,Modern,Designer black frame wall clock perfect for modern decor.,Black frame designer wall clock,599,5,clock27_1.jpg,clock27_2.jpg,clock27_3.jpg,clock27_4.jpg,Designer Black Frame Wall Clock | HOOVALE,Modern designer wall clock with black frame.,designer clock,black frame clock,"14 inch","Metal","Black",Yes
Minimal Concrete Style Clock 12 inch,Modern,Concrete style minimalist wall clock with modern texture.,Concrete style wall clock,699,5,clock28_1.jpg,clock28_2.jpg,clock28_3.jpg,clock28_4.jpg,Concrete Style Wall Clock | HOOVALE,Modern concrete style designer wall clock.,concrete wall clock,modern clock,"12 inch","Concrete","Grey",No
Premium Designer Wall Clock 18 inch,Luxury,Premium designer wall clock with luxury finish.,Premium designer wall clock luxury decor,1399,3,clock29_1.jpg,clock29_2.jpg,clock29_3.jpg,clock29_4.jpg,Premium Designer Wall Clock | HOOVALE,Premium luxury designer wall clock for modern homes.,premium wall clock,luxury clock,"18 inch","Metal","Gold",Yes
Modern Home Decor Wall Clock 16 inch,Modern,Modern home decor wall clock with stylish dial.,Home decor modern wall clock,699,5,clock30_1.jpg,clock30_2.jpg,clock30_3.jpg,clock30_4.jpg,Modern Home Decor Wall Clock | HOOVALE,Stylish modern wall clock perfect for home decor.,home decor clock,modern wall clock,"16 inch","Plastic","White",No
